customer_key,recency,frequency,monetary,r,f,m,rfm_score,Segment
15186,24,2,86.76,4,2,2,422,Recent Customers
15187,95,2,4725.32,3,2,4,324,Big Spender
15188,106,2,1631.46,3,2,3,323,Needs Attention
15189,106,2,1552.48,3,2,3,323,Needs Attention
15190,55,1,98.96000000000001,4,1,2,412,Recent Customers
15191,119,2,1552.48,3,2,3,323,Needs Attention
15192,113,2,4384.0782,3,2,4,324,Big Spender
15193,155,2,3209.9299999999994,3,2,4,324,Big Spender
15194,164,2,3173.9399999999996,3,2,4,324,Big Spender
15195,157,2,3154.95,3,2,4,324,Big Spender
15196,178,2,3159.4399999999996,2,2,4,224,Big Spender
15197,12,3,191.81,4,3,2,432,Loyal Customers
15198,356,1,7.28,1,1,1,111,Lost Customers
15199,163,2,3080.2699999999995,3,2,4,324,Big Spender
15200,174,2,3142.9699999999993,2,2,4,224,Big Spender
15201,94,2,4793.0199999999995,3,2,4,324,Big Spender
15202,184,1,12.940000000000001,2,1,1,211,Needs Attention
15203,163,2,3211.45,3,2,4,324,Big Spender
15204,106,2,4444.0682,3,2,4,324,Big Spender
15205,94,2,4433.6896,3,2,4,324,Big Spender
15206,101,2,98.96000000000001,3,2,2,322,Needs Attention
15207,94,2,4446.3996,3,2,4,324,Big Spender
15208,137,2,2951.5582,3,2,4,324,Big Spender
15209,123,2,2916.5582,3,2,4,324,Big Spender
15210,119,2,2926.3896000000004,3,2,4,324,Big Spender
15211,71,2,2910.8996,4,2,4,424,Big Spender
15212,39,2,68.96000000000001,4,2,2,422,Recent Customers
15213,67,2,2818.5882,4,2,4,424,Big Spender
15214,117,2,4490.8796,3,2,4,324,Big Spender
15215,109,2,4468.5581999999995,3,2,4,324,Big Spender
15216,297,2,101.74000000000001,1,2,2,122,Almost Lost
15217,64,2,41.26,4,2,1,421,Recent Customers
15218,121,2,4399.0782,3,2,4,324,Big Spender
15219,120,2,4399.0782,3,2,4,324,Big Spender
15220,97,2,4384.0782,3,2,4,324,Big Spender
15221,99,2,4447.8696,3,2,4,324,Big Spender
15222,95,2,123.44999999999999,3,2,2,322,Needs Attention
15223,112,2,4366.4096,3,2,4,324,Big Spender
15224,65,2,71.92,4,2,2,422,Recent Customers
15225,97,2,4401.4096,3,2,4,324,Big Spender
15226,104,2,4391.4096,3,2,4,324,Big Spender
15227,93,2,4469.5581999999995,3,2,4,324,Big Spender
15228,108,2,4375.0581999999995,3,2,4,324,Big Spender
15229,81,2,2833.5681999999997,4,2,4,424,Big Spender
15230,15,2,242.95,4,2,2,422,Recent Customers
15231,14,2,90.75,4,2,2,422,Recent Customers
15232,163,2,39.97,3,2,1,321,Needs Attention
15233,132,2,59.980000000000004,3,2,2,322,Needs Attention
15234,184,2,59.980000000000004,2,2,2,222,Needs Attention
15235,155,2,190.89000000000001,3,2,2,322,Needs Attention
15236,241,2,126.95,2,2,2,222,Needs Attention
15237,101,2,66.26,3,2,2,322,Needs Attention
15238,108,2,98.96000000000001,3,2,2,322,Needs Attention
15239,177,2,123.45,2,2,2,222,Needs Attention
15240,49,2,73.96000000000001,4,2,2,422,Recent Customers
15241,176,2,51.91,2,2,2,222,Needs Attention
15242,159,2,37.269999999999996,3,2,1,321,Needs Attention
15243,93,1,36.96,3,1,1,311,Needs Attention
15244,94,4,179.19,3,4,2,342,Loyal Customers
15245,183,1,30.97,2,1,1,211,Needs Attention
15246,247,1,21.98,2,1,1,211,Needs Attention
15247,265,1,7.28,1,1,1,111,Lost Customers
15248,81,1,64.47,4,1,2,412,Recent Customers
15249,147,1,46.47,3,1,1,311,Needs Attention
15250,269,1,56.97,1,1,2,112,Lost Customers
15251,1,4,200.2,4,4,2,442,Loyal Customers
15252,94,2,1552.48,3,2,3,323,Needs Attention
15253,73,2,78.96,4,2,2,422,Recent Customers
15254,109,2,1624.45,3,2,3,323,Needs Attention
15255,84,2,1587.47,4,2,3,423,Recent Customers
15256,73,2,1631.46,4,2,3,423,Recent Customers
15257,360,1,39.980000000000004,1,1,1,111,Lost Customers
15258,126,1,4.99,3,1,1,311,Needs Attention
15259,25,1,21.98,4,1,1,411,Recent Customers
15260,300,1,45.95,1,1,1,111,Lost Customers
15261,185,2,70.74,2,2,2,222,Needs Attention
15262,138,2,3772.4096,3,2,4,324,Big Spender
15263,3,2,78.96,4,2,2,422,Recent Customers
15264,148,2,38.98,3,2,1,321,Needs Attention
15265,92,2,2897.5681999999997,3,2,4,324,Big Spender
15266,75,2,2935.3696,4,2,4,424,Big Spender
15267,35,2,2853.5782,4,2,4,424,Big Spender
15268,48,2,2840.9096,4,2,4,424,Big Spender
15269,277,1,7.28,1,1,1,111,Lost Customers
15270,176,1,39.980000000000004,2,1,1,211,Needs Attention
15271,148,1,39.980000000000004,3,1,1,311,Needs Attention
15272,66,1,64.47,4,1,2,412,Recent Customers
15273,298,1,103.48,1,1,2,112,Lost Customers
15274,256,1,114.46000000000001,2,1,2,212,Needs Attention
15275,336,1,13.98,1,1,1,111,Lost Customers
15276,374,2,1346.76,1,2,3,123,Almost Lost
15277,221,1,96.44,2,1,2,212,Needs Attention
15278,360,1,56.97,1,1,2,112,Lost Customers
15279,119,1,56.97,3,1,2,312,Needs Attention
15280,163,2,3114.9399999999996,3,2,4,324,Big Spender
15281,315,1,39.980000000000004,1,1,1,111,Lost Customers
15282,115,1,7.28,3,1,1,311,Needs Attention
15283,111,1,865.95,3,1,3,313,Needs Attention
15284,74,2,1683.93,4,2,3,423,Recent Customers
15285,319,1,39.980000000000004,1,1,1,111,Lost Customers
15286,79,1,68.49,4,1,2,412,Recent Customers
15287,83,2,1681.45,4,2,3,423,Recent Customers
15288,63,2,1574.46,4,2,3,423,Recent Customers
15289,91,2,1574.46,3,2,3,323,Needs Attention
15290,85,2,1676.46,4,2,3,423,Recent Customers
15291,75,1,889.47,4,1,3,413,Recent Customers
15292,117,1,54.96,3,1,2,312,Needs Attention
15293,17,1,39.980000000000004,4,1,1,411,Recent Customers
15294,282,1,59.980000000000004,1,1,2,112,Lost Customers
15295,231,1,7.28,2,1,1,211,Needs Attention
15296,116,1,7.28,3,1,1,311,Needs Attention
15297,206,1,39.980000000000004,2,1,1,211,Needs Attention
15298,70,1,7.28,4,1,1,411,Recent Customers
15299,65,1,7.28,4,1,1,411,Recent Customers
15300,3,1,4.99,4,1,1,411,Recent Customers
15301,342,1,15.23,1,1,1,111,Lost Customers
15302,173,2,3134.95,2,2,4,224,Big Spender
15303,154,2,3077.9799999999996,3,2,4,324,Big Spender
15304,102,2,4843.0,3,2,4,324,Big Spender
15305,283,1,15.23,1,1,1,111,Lost Customers
15306,27,1,89.97,4,1,2,412,Recent Customers
15307,305,1,39.980000000000004,1,1,1,111,Lost Customers
15308,90,2,1622.47,3,2,3,323,Needs Attention
15309,90,2,1622.47,3,2,3,323,Needs Attention
15310,137,3,94.44,3,3,2,332,Loyal Customers
15311,86,2,1622.47,4,2,3,423,Recent Customers
15312,90,2,1631.46,3,2,3,323,Needs Attention
15313,165,1,7.28,3,1,1,311,Needs Attention
15314,75,2,1576.45,4,2,3,423,Recent Customers
15315,296,1,4.99,1,1,1,111,Lost Customers
15316,91,1,7.28,3,1,1,311,Needs Attention
15317,265,1,54.980000000000004,1,1,2,112,Lost Customers
15318,59,1,39.980000000000004,4,1,1,411,Recent Customers
15319,365,1,7.28,1,1,1,111,Lost Customers
15320,166,2,3152.96,3,2,4,324,Big Spender
15321,176,2,3112.9799999999996,2,2,4,224,Big Spender
15322,163,2,3152.95,3,2,4,324,Big Spender
15323,70,1,804.47,4,1,3,413,Recent Customers
15324,43,1,50.940000000000005,4,1,2,412,Recent Customers
15325,77,2,1584.76,4,2,3,423,Recent Customers
15326,169,1,172.98000000000002,3,1,2,312,Needs Attention
15327,65,1,39.980000000000004,4,1,1,411,Recent Customers
15328,163,2,3199.4399999999996,3,2,4,324,Big Spender
15329,168,2,3134.95,3,2,4,324,Big Spender
15330,354,1,39.980000000000004,1,1,1,111,Lost Customers
15331,281,1,7.28,1,1,1,111,Lost Customers
15332,63,1,39.980000000000004,4,1,1,411,Recent Customers
15333,90,2,1631.46,3,2,3,323,Needs Attention
15334,33,1,848.47,4,1,3,413,Recent Customers
15335,82,1,39.980000000000004,4,1,1,411,Recent Customers
15336,9,1,7.28,4,1,1,411,Recent Customers
15337,66,2,1622.47,4,2,3,423,Recent Customers
15338,81,2,1597.7,4,2,3,423,Recent Customers
15339,77,2,1622.47,4,2,3,423,Recent Customers
15340,57,3,156.04000000000002,4,3,2,432,Loyal Customers
15341,63,2,1622.47,4,2,3,423,Recent Customers
15342,87,2,1646.96,4,2,3,423,Recent Customers
15343,65,2,1552.48,4,2,3,423,Recent Customers
15344,287,1,4.99,1,1,1,111,Lost Customers
15345,180,2,3101.95,2,2,4,224,Big Spender
15346,171,2,3247.25,2,2,4,224,Big Spender
15347,78,2,1631.46,4,2,3,423,Recent Customers
15348,170,2,3198.45,2,2,4,224,Big Spender
15349,178,2,3139.9399999999996,2,2,4,224,Big Spender
15350,159,2,3145.26,3,2,4,324,Big Spender
15351,168,2,3114.9399999999996,3,2,4,324,Big Spender
15352,312,1,69.99,1,1,2,112,Lost Customers
15353,57,2,325.83,4,2,3,423,Recent Customers
15354,175,3,8297.289999999999,2,3,4,234,Loyal Customers
15355,87,1,35.0,4,1,1,411,Recent Customers
15356,328,1,119.97999999999999,1,1,2,112,Lost Customers
15357,198,3,7232.369999999999,2,3,4,234,Loyal Customers
15358,53,1,39.980000000000004,4,1,1,411,Recent Customers
15359,139,1,51.46,3,1,2,312,Needs Attention
15360,50,1,4.99,4,1,1,411,Recent Customers
15361,5,1,39.980000000000004,4,1,1,411,Recent Customers
15362,119,2,4745.0199999999995,3,2,4,324,Big Spender
15363,103,2,4719.04,3,2,4,324,Big Spender
15364,176,2,3183.9399999999996,2,2,4,224,Big Spender
15365,167,2,3142.2299999999996,3,2,4,324,Big Spender
15366,341,1,59.980000000000004,1,1,2,112,Lost Customers
15367,176,2,3177.96,2,2,4,224,Big Spender
15368,298,1,7.28,1,1,1,111,Lost Customers
15369,172,2,3127.95,2,2,4,224,Big Spender
15370,113,1,7.28,3,1,1,311,Needs Attention
15371,181,2,3178.95,2,2,4,224,Big Spender
15372,165,2,3105.2699999999995,3,2,4,324,Big Spender
15373,47,1,39.980000000000004,4,1,1,411,Recent Customers
15374,161,2,3177.96,3,2,4,324,Big Spender
15375,204,1,67.93,2,1,2,212,Needs Attention
15376,89,3,136.24,3,3,2,332,Loyal Customers
15377,8,3,167.9,4,3,2,432,Loyal Customers
15378,97,3,170.91,3,3,2,332,Loyal Customers
15379,169,2,3184.4399999999996,3,2,4,324,Big Spender
15380,166,2,3145.26,3,2,4,324,Big Spender
15381,21,1,4.99,4,1,1,411,Recent Customers
15382,178,1,103.48,2,1,2,212,Needs Attention
15383,10,1,114.46000000000001,4,1,2,412,Recent Customers
15384,300,1,7.28,1,1,1,111,Lost Customers
15385,290,1,7.28,1,1,1,111,Lost Customers
15386,155,1,4.99,3,1,1,311,Needs Attention
15387,65,1,4.99,4,1,1,411,Recent Customers
15388,182,2,3127.95,2,2,4,224,Big Spender
15389,160,2,3152.96,3,2,4,324,Big Spender
15390,146,1,39.980000000000004,3,1,1,311,Needs Attention
15391,88,2,4828.01,3,2,4,324,Big Spender
15392,232,1,39.980000000000004,2,1,1,211,Needs Attention
15393,35,1,7.28,4,1,1,411,Recent Customers
15394,155,2,3134.95,3,2,4,324,Big Spender
15395,77,2,4780.0199999999995,4,2,4,424,Big Spender
15396,156,2,3147.95,3,2,4,324,Big Spender
15397,345,1,39.980000000000004,1,1,1,111,Lost Customers
15398,169,2,3132.9699999999993,3,2,4,324,Big Spender
15399,156,2,3148.2199999999993,3,2,4,324,Big Spender
15400,273,1,4.99,1,1,1,111,Lost Customers
15401,102,1,39.980000000000004,3,1,1,311,Needs Attention
15402,120,3,131.55,3,3,2,332,Loyal Customers
15403,221,1,39.980000000000004,2,1,1,211,Needs Attention
15404,171,2,3114.9399999999996,2,2,4,224,Big Spender
15405,275,1,15.23,1,1,1,111,Lost Customers
15406,317,1,7.28,1,1,1,111,Lost Customers
15407,89,1,39.980000000000004,3,1,1,311,Needs Attention
15408,151,1,39.980000000000004,3,1,1,311,Needs Attention
15409,70,2,1567.46,4,2,3,423,Recent Customers
15410,63,2,1619.9,4,2,3,423,Recent Customers
15411,159,2,3127.95,3,2,4,324,Big Spender
15412,52,1,4.99,4,1,1,411,Recent Customers
15413,149,3,318.92,3,3,3,333,Loyal Customers
15414,354,1,4.99,1,1,1,111,Lost Customers
15415,156,1,89.97,3,1,2,312,Needs Attention
15416,107,1,4.99,3,1,1,311,Needs Attention
15417,173,2,3120.26,2,2,4,224,Big Spender
15418,217,3,232.23,2,3,2,232,Loyal Customers
15419,182,2,3102.9799999999996,2,2,4,224,Big Spender
15420,333,1,4.99,1,1,1,111,Lost Customers
15421,93,1,4.99,3,1,1,311,Needs Attention
15422,53,2,1633.94,4,2,3,423,Recent Customers
15423,325,1,4.99,1,1,1,111,Lost Customers
15424,41,1,30.97,4,1,1,411,Recent Customers
15425,136,2,3772.4096,3,2,4,324,Big Spender
15426,79,2,115.92,4,2,2,422,Recent Customers
15427,48,2,1574.46,4,2,3,423,Recent Customers
15428,51,2,1631.46,4,2,3,423,Recent Customers
15429,181,2,3170.2,2,2,4,224,Big Spender
15430,360,1,39.980000000000004,1,1,1,111,Lost Customers
15431,278,1,7.28,1,1,1,111,Lost Customers
15432,56,2,1587.47,4,2,3,423,Recent Customers
15433,59,2,1622.47,4,2,3,423,Recent Customers
15434,116,2,32.28,3,2,1,321,Needs Attention
15435,139,2,3801.3896000000004,3,2,4,324,Big Spender
15436,128,2,3772.4096,3,2,4,324,Big Spender
15437,13,2,37.269999999999996,4,2,1,421,Recent Customers
15438,102,2,3788.6796000000004,3,2,4,324,Big Spender
15439,105,2,3804.0782,3,2,4,324,Big Spender
15440,35,3,6736.5599999999995,4,3,4,434,Loyal Customers
15441,241,2,77.27000000000001,2,2,2,222,Needs Attention
15442,210,1,93.47999999999999,2,1,2,212,Needs Attention
15443,358,1,7.28,1,1,1,111,Lost Customers
15444,29,2,138.95,4,2,2,422,Recent Customers
15445,216,1,64.97,2,1,2,212,Needs Attention
15446,259,1,32.27,2,1,1,211,Needs Attention
15447,247,1,24.99,2,1,1,211,Needs Attention
15448,27,2,52.93000000000001,4,2,2,422,Recent Customers
15449,33,2,49.56,4,2,1,421,Recent Customers
15450,334,1,32.269999999999996,1,1,1,111,Lost Customers
15451,135,2,2756.5425,3,2,4,324,Big Spender
15452,315,1,24.99,1,1,1,111,Lost Customers
15453,46,3,6650.599999999999,4,3,4,434,Loyal Customers
15454,146,2,2746.5525,3,2,4,324,Big Spender
15455,108,2,3099.29,3,2,4,324,Big Spender
15456,127,2,2815.5225,3,2,4,324,Big Spender
15457,134,2,2781.5425,3,2,4,324,Big Spender
15458,167,1,4.99,3,1,1,311,Needs Attention
15459,214,1,34.92,2,1,1,211,Needs Attention
15460,97,2,2746.5525,3,2,4,324,Big Spender
15461,127,2,88.96,3,2,2,322,Needs Attention
15462,104,2,3086.8199999999997,3,2,4,324,Big Spender
15463,103,2,2802.4925000000003,3,2,4,324,Big Spender
15464,46,2,37.269999999999996,4,2,1,421,Recent Customers
15465,123,2,40.23,3,2,1,321,Needs Attention
15466,54,2,1587.47,4,2,3,423,Recent Customers
15467,33,2,1631.46,4,2,3,423,Recent Customers
15468,111,3,436.35,3,3,3,333,Loyal Customers
15469,354,1,39.980000000000004,1,1,1,111,Lost Customers
15470,167,1,76.96000000000001,3,1,2,312,Needs Attention
15471,58,2,1622.47,4,2,3,423,Recent Customers
15472,44,2,1560.43,4,2,3,423,Recent Customers
15473,60,2,1552.48,4,2,3,423,Recent Customers
15474,48,2,1676.46,4,2,3,423,Recent Customers
15475,33,2,1587.46,4,2,3,423,Recent Customers
15476,363,1,7.28,1,1,1,111,Lost Customers
15477,46,1,7.28,4,1,1,411,Recent Customers
15478,159,3,182.82999999999998,3,3,2,332,Loyal Customers
15479,70,1,85.95,4,1,2,412,Recent Customers
15480,162,2,3077.9799999999996,3,2,4,324,Big Spender
15481,165,2,3152.96,3,2,4,324,Big Spender
15482,179,2,3124.45,2,2,4,224,Big Spender
15483,175,2,3120.26,2,2,4,224,Big Spender
15484,156,2,3179.95,3,2,4,324,Big Spender
15485,323,1,39.980000000000004,1,1,1,111,Lost Customers
15486,222,1,39.980000000000004,2,1,1,211,Needs Attention
15487,328,1,89.97,1,1,2,112,Lost Customers
15488,104,3,165.3,3,3,2,332,Loyal Customers
15489,57,2,1685.45,4,2,3,423,Recent Customers
15490,76,2,4813.5199999999995,4,2,4,424,Big Spender
15491,182,2,3181.46,2,2,4,224,Big Spender
15492,163,2,3117.45,3,2,4,324,Big Spender
15493,169,2,3099.96,3,2,4,324,Big Spender
15494,68,3,275.44,4,3,3,433,Loyal Customers
15495,31,1,39.980000000000004,4,1,1,411,Recent Customers
15496,330,1,39.980000000000004,1,1,1,111,Lost Customers
15497,36,2,1622.47,4,2,3,423,Recent Customers
15498,127,3,256.52000000000004,3,3,2,332,Loyal Customers
15499,155,2,3222.9799999999996,3,2,4,324,Big Spender
15500,157,2,3153.95,3,2,4,324,Big Spender
15501,165,2,3197.9799999999996,3,2,4,324,Big Spender
15502,33,2,1587.47,4,2,3,423,Recent Customers
15503,52,2,1622.45,4,2,3,423,Recent Customers
15504,255,1,39.980000000000004,2,1,1,211,Needs Attention
15505,220,1,7.28,2,1,1,211,Needs Attention
15506,55,2,1552.48,4,2,3,423,Recent Customers
15507,184,3,267.84000000000003,2,3,2,232,Loyal Customers
15508,190,1,39.980000000000004,2,1,1,211,Needs Attention
15509,320,1,39.980000000000004,1,1,1,111,Lost Customers
15510,160,1,39.980000000000004,3,1,1,311,Needs Attention
15511,9,3,143.54,4,3,2,432,Loyal Customers
15512,98,1,61.96000000000001,3,1,2,312,Needs Attention
15513,166,1,39.980000000000004,3,1,1,311,Needs Attention
15514,247,1,124.99,2,1,2,212,Needs Attention
15515,60,1,7.28,4,1,1,411,Recent Customers
15516,210,1,7.28,2,1,1,211,Needs Attention
15517,156,2,3112.9799999999996,3,2,4,324,Big Spender
15518,143,2,3114.9399999999996,3,2,4,324,Big Spender
15519,277,1,21.98,1,1,1,111,Lost Customers
15520,44,2,1611.96,4,2,3,423,Recent Customers
15521,141,2,3172.95,3,2,4,324,Big Spender
15522,165,1,26.97,3,1,1,311,Needs Attention
15523,34,2,1631.46,4,2,3,423,Recent Customers
15524,253,1,7.28,2,1,1,211,Needs Attention
15525,51,2,1560.43,4,2,3,423,Recent Customers
15526,87,3,188.32,4,3,2,432,Loyal Customers
15527,43,2,1622.47,4,2,3,423,Recent Customers
15528,60,2,1676.46,4,2,3,423,Recent Customers
15529,60,2,1587.47,4,2,3,423,Recent Customers
15530,44,1,846.46,4,1,3,413,Recent Customers
15531,41,2,1622.47,4,2,3,423,Recent Customers
15532,43,2,1589.75,4,2,3,423,Recent Customers
15533,163,1,4.99,3,1,1,311,Needs Attention
15534,146,2,3199.4399999999996,3,2,4,324,Big Spender
15535,149,2,3099.96,3,2,4,324,Big Spender
15536,31,3,249.53000000000003,4,3,2,432,Loyal Customers
15537,39,2,1631.46,4,2,3,423,Recent Customers
15538,41,2,1595.4099999999999,4,2,3,423,Recent Customers
15539,108,1,64.47,3,1,2,312,Needs Attention
15540,123,2,3124.96,3,2,4,324,Big Spender
15541,160,1,61.96000000000001,3,1,2,312,Needs Attention
15542,142,2,3117.96,3,2,4,324,Big Spender
15543,118,3,180.94,3,3,2,332,Loyal Customers
15544,276,1,111.95000000000002,1,1,2,112,Lost Customers
15545,197,1,39.980000000000004,2,1,1,211,Needs Attention
15546,42,1,39.980000000000004,4,1,1,411,Recent Customers
15547,35,2,1587.47,4,2,3,423,Recent Customers
15548,367,2,1337.96,1,2,3,123,Almost Lost
15549,383,1,574.98,1,1,3,113,Lost Customers
15550,61,1,4.99,4,1,1,411,Recent Customers
15551,393,2,1375.26,1,2,3,123,Almost Lost
15552,369,2,1426.46,1,2,3,123,Almost Lost
15553,389,2,1372.95,1,2,3,123,Almost Lost
15554,370,2,1357.97,1,2,3,123,Almost Lost
15555,378,2,1371.95,1,2,3,123,Almost Lost
15556,332,1,588.96,1,1,3,113,Lost Customers
15557,386,2,1337.96,1,2,3,123,Almost Lost
15558,359,2,1362.96,1,2,3,123,Almost Lost
15559,249,3,172.04000000000002,2,3,2,232,Loyal Customers
15560,263,1,4.99,2,1,1,211,Needs Attention
15561,343,2,1375.26,1,2,3,123,Almost Lost
15562,364,2,1347.97,1,2,3,123,Almost Lost
15563,116,1,39.980000000000004,3,1,1,311,Needs Attention
15564,145,3,188.52,3,3,2,332,Loyal Customers
15565,124,2,3099.96,3,2,4,324,Big Spender
15566,53,2,4912.469999999999,4,2,4,424,Big Spender
15567,53,2,4720.2699999999995,4,2,4,424,Big Spender
15568,123,2,3112.9699999999993,3,2,4,324,Big Spender
15569,126,2,3077.9799999999996,3,2,4,324,Big Spender
15570,336,2,1344.96,1,2,3,123,Almost Lost
15571,117,3,101.85,3,3,2,332,Loyal Customers
15572,107,3,104.55,3,3,2,332,Loyal Customers
15573,116,1,4.99,3,1,1,311,Needs Attention
15574,22,1,127.28,4,1,2,412,Recent Customers
15575,52,2,2910.8996,4,2,4,424,Big Spender
15576,100,2,4344.0882,3,2,4,324,Big Spender
15577,170,2,143.45,2,2,2,222,Needs Attention
15578,96,2,4509.8996,3,2,4,324,Big Spender
15579,325,2,34.98,1,2,1,121,Almost Lost
15580,47,2,2910.8996,4,2,4,424,Big Spender
15581,156,2,113.94,3,2,2,322,Needs Attention
15582,51,2,2907.5582,4,2,4,424,Big Spender
15583,103,2,66.26,3,2,2,322,Needs Attention
15584,34,2,62.269999999999996,4,2,2,422,Recent Customers
15585,107,2,4367.0181999999995,3,2,4,324,Big Spender
15586,122,2,4469.3696,3,2,4,324,Big Spender
15587,102,2,4423.3796,3,2,4,324,Big Spender
15588,96,2,4486.0682,3,2,4,324,Big Spender
15589,119,2,4416.3796,3,2,4,324,Big Spender
15590,93,2,4440.048199999999,3,2,4,324,Big Spender
15591,105,2,4346.378199999999,3,2,4,324,Big Spender
15592,134,2,59.980000000000004,3,2,2,322,Needs Attention
15593,197,2,116.26,2,2,2,222,Needs Attention
15594,12,2,66.26,4,2,2,422,Recent Customers
15595,116,2,4369.0882,3,2,4,324,Big Spender
15596,97,2,4460.038199999999,3,2,4,324,Big Spender
15597,100,2,4391.4096,3,2,4,324,Big Spender
15598,60,2,167.93,4,2,2,422,Recent Customers
15599,31,2,81.24,4,2,2,422,Recent Customers
15600,96,2,4590.3996,3,2,4,324,Big Spender
15601,105,2,4429.5682,3,2,4,324,Big Spender
15602,45,2,63.97,4,2,2,422,Recent Customers
15603,166,2,39.97,3,2,1,321,Needs Attention
15604,138,2,66.75,3,2,2,322,Needs Attention
15605,67,2,39.97,4,2,1,421,Recent Customers
15606,164,2,115.93,3,2,2,322,Needs Attention
15607,21,2,88.46000000000001,4,2,2,422,Recent Customers
15608,154,1,39.980000000000004,3,1,1,311,Needs Attention
15609,167,1,27.279999999999998,3,1,1,311,Needs Attention
15610,93,2,114.96000000000001,3,2,2,322,Needs Attention
15611,229,1,54.25,2,1,2,212,Needs Attention
15612,215,2,79.97,2,2,2,222,Needs Attention
15613,251,1,27.279999999999998,2,1,1,211,Needs Attention
15614,51,2,6059.18,4,2,4,424,Big Spender
15615,32,2,70.24000000000001,4,2,2,422,Recent Customers
15616,130,1,27.279999999999998,3,1,1,311,Needs Attention
15617,362,1,59.910000000000004,1,1,2,112,Lost Customers
15618,303,1,24.99,1,1,1,111,Lost Customers
15619,42,2,5908.25,4,2,4,424,Big Spender
15620,53,2,5959.719999999999,4,2,4,424,Big Spender
15621,36,2,5977.74,4,2,4,424,Big Spender
15622,121,2,3027.3199999999997,3,2,4,324,Big Spender
15623,128,3,7246.87,3,3,4,334,Loyal Customers
15624,128,3,6989.5824999999995,3,3,4,334,Loyal Customers
15625,187,3,7169.389999999999,2,3,4,234,Loyal Customers
15626,206,3,7029.0725,2,3,4,234,Loyal Customers
15627,155,3,6943.5825,3,3,4,334,Loyal Customers
15628,104,1,63.97,3,1,2,312,Needs Attention
15629,29,1,39.980000000000004,4,1,1,411,Recent Customers
15630,138,3,5136.37,3,3,4,334,Loyal Customers
15631,121,3,5122.39,3,3,4,334,Loyal Customers
15632,110,3,5245.06,3,3,4,334,Loyal Customers
15633,253,1,68.49,2,1,2,212,Needs Attention
15634,58,2,61.96000000000001,4,2,2,422,Recent Customers
15635,78,2,116.95,4,2,2,422,Recent Customers
15636,232,1,78.96000000000001,2,1,2,212,Needs Attention
15637,113,3,6999.5725,3,3,4,334,Loyal Customers
15638,110,3,5162.37,3,3,4,334,Loyal Customers
15639,261,2,34.57,2,2,1,221,Needs Attention
15640,273,2,34.57,1,2,1,121,Almost Lost
15641,280,2,96.75,1,2,2,122,Almost Lost
15642,100,2,3772.4096,3,2,4,324,Big Spender
15643,96,2,3807.3996,3,2,4,324,Big Spender
15644,86,2,3803.6796000000004,4,2,4,424,Big Spender
15645,89,2,3785.0782,3,2,4,324,Big Spender
15646,82,2,3804.0782,4,2,4,424,Big Spender
15647,92,2,3764.0681999999997,3,2,4,324,Big Spender
15648,67,2,3807.3996,4,2,4,424,Big Spender
15649,106,2,3048.31,3,2,4,324,Big Spender
15650,46,1,114.96000000000001,4,1,2,412,Recent Customers
15651,65,2,2746.5525,4,2,4,424,Big Spender
15652,97,3,5160.08,3,3,4,334,Loyal Customers
15653,72,3,5204.06,4,3,4,434,Loyal Customers
15654,233,1,24.99,2,1,1,211,Needs Attention
15655,101,2,2753.8225,3,2,4,324,Big Spender
15656,108,2,2992.33,3,2,4,324,Big Spender
15657,63,3,5251.34,4,3,4,434,Loyal Customers
15658,150,1,64.97,3,1,2,312,Needs Attention
15659,103,2,3047.81,3,2,4,324,Big Spender
15660,35,3,5169.07,4,3,4,434,Loyal Customers
15661,57,3,5208.04,4,3,4,434,Loyal Customers
15662,49,3,5253.07,4,3,4,434,Loyal Customers
15663,65,2,2771.5425,4,2,4,424,Big Spender
15664,68,2,2770.5225,4,2,4,424,Big Spender
15665,92,2,2803.5225,3,2,4,324,Big Spender
15666,79,2,3089.3,4,2,4,424,Big Spender
15667,76,2,3125.3199999999997,4,2,4,424,Big Spender
15668,38,2,5913.24,4,2,4,424,Big Spender
15669,45,2,5898.26,4,2,4,424,Big Spender
15670,43,1,114.96000000000001,4,1,2,412,Recent Customers
15671,159,2,31.55,3,2,1,321,Needs Attention
15672,36,1,89.97,4,1,2,412,Recent Customers
15673,294,1,64.97,1,1,2,112,Lost Customers
15674,87,2,3053.3199999999997,4,2,4,424,Big Spender
15675,168,3,7206.379999999999,3,3,4,334,Loyal Customers
15676,117,3,7224.68,3,3,4,334,Loyal Customers
15677,105,3,7200.86,3,3,4,334,Loyal Customers
15678,114,3,7223.34,3,3,4,334,Loyal Customers
15679,263,1,64.97,2,1,2,212,Needs Attention
15680,208,1,4.99,2,1,1,211,Needs Attention
15681,220,2,105.56,2,2,2,222,Needs Attention
15682,18,1,69.99,4,1,2,412,Recent Customers
15683,322,1,89.98,1,1,2,112,Lost Customers
15684,212,3,6963.0725,2,3,4,234,Loyal Customers
15685,191,3,7188.37,2,3,4,234,Loyal Customers
15686,75,2,72.58000000000001,4,2,2,422,Recent Customers
15687,34,3,6973.8724999999995,4,3,4,434,Loyal Customers
15688,223,3,6221.5225,2,3,4,234,Loyal Customers
15689,270,1,35.0,1,1,1,111,Lost Customers
15690,17,2,76.57000000000001,4,2,2,422,Recent Customers
15691,180,3,8341.29,2,3,4,234,Loyal Customers
